Fuel Type Code,Station Name,City,State,ZIP,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,,,,
ELEC,MADISON MARQUET STATION 6,Seattle,WA,98101,Public,,1,,,,,
ELEC,PCC NATURAL PCC EDMONDS #1,Edmonds,WA,98020,Public,1,1,,,,,
ELEC,NW WA JATC CARPORT #1,Mt Vernon,WA,98273,Public,1,1,,,,,
ELEC,ISSAQUAH ZHOME #1,Issaquah,WA,98029,Public,1,1,,,,,
ELEC,SUQUAMISH MASI  SUQUAMISH MASI2,Poulsbo,WA,98370,Public,1,1,,,,,
ELEC,"Cafaro VANCOUVER PLAZA (Vancouver, WA)",Vancouver,WA,98663,Public,,,4,,,,
ELEC,MOTORPOOL VISITOR CTR 2,Olympia,WA,98501,Public,,2,,,,,
ELEC,City of Colville,Colville,WA,99114,Public,,2,,,,,
ELEC,Best Western Plus Renton Inn,Renton,WA,98057,Public,,1,,,,,
ELEC,City Hall,College Place,WA,99324,Public,,2,,,,,
ELEC,MOTORPOOL PRO ARTS 1,Olympia,WA,98501,Public,,2,,,,,
ELEC,CIBO POINT WHITE DR,Bainbridge Island,WA,98110,Public,,2,,,,,
ELEC,"Bremerton Department of Children, Youth, and Families",Bremerton,WA,98335,Public - Credit card at all times,,2,,,,,
ELEC,Circle K,Vancouver,WA,98686,Public - Credit card at all times,,2,,,,,
ELEC,Mead Chevron,Mead,WA,99021,Public - Credit card at all times,,2,,,,,
ELEC,Washington Trust Bank,Spokane,WA,99203,Public - Credit card at all times,,2,,,,,
ELEC,WSU-Riverpoint,Spokane,WA,99202,Public - Credit card at all times,,2,,,,,
ELEC,Dry Gulch Trailhead,Wenatchee,WA,98801,Public - Credit card at all times,,1,,,,,
ELEC,Wenatchee Convention Center,Wenatchee,WA,98801,Public,,2,,,,,
ELEC,Confluence Health - Stanley Building,Wenatchee,WA,98801,Public,,2,,,,,
ELEC,Confluence Health - Mares Building,Wenatchee,WA,98801,Public,,2,,,,,
ELEC,Confluence Health - Central Washington Hospital,Wenatchee,WA,98801,Public,,2,,,,,
ELEC,Confluence Health - Central Washington Hospital Parking Garage,Wenatchee,WA,98801,Public,,12,,,,,
ELEC,BROADWAY BLDG STATION 1,Seattle,WA,98122,Public,,2,,,,,
ELEC,CAPRIO CELLARS STATION 1,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,"Cafaro TARGET PLACE PLAZA (OLYMPIA, WA)",Olympia,WA,98502,Public,,,4,,,,
ELEC,Village at Beardslee Crossing - Tesla Supercharger,Bothell,WA,98011,Public,,,10,,,,
ELEC,Providence St. Mary Medical Center - Walla Walla,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,KOZ WEAVER WEAVER RD RIGHT,Snohomish,WA,98290,Public,,2,,,,,
ELEC,BLAINE STATION 1,Blaine,WA,98230,Public,,2,,,,,
ELEC,600NINTH 600NINTH,Seattle,WA,98104,Public,,2,,,,,
ELEC,King County Housing Authority - Andover,Tukwila,WA,98188,Public,,1,,,,,
ELEC,GARAGE SOUTH LOT,Bellingham,WA,98225,Public,,2,,,,,
ELEC,P-3000 Garage at Carillon Point,Kirkland,WA,98033,Public,,1,,,,,
ELEC,P-2000 Garage at Carillon Point,Kirkland,WA,98033,Public,,2,,,,,
ELEC,P-5000 Garage at Carillon Point,Kirkland,WA,98033,Public,,1,,,,,
ELEC,P-4000 Garage at Carillon Point,Kirkland,WA,98033,Public,,1,,,,,
ELEC,CI&S COUNTRY INN #1,SeaTac,WA,98188,Public,,2,,,,,
ELEC,University of Washington - Husky Stadium,Seattle,WA,98195,Public,,2,,,,,
ELEC,University of Washington - Parking Area S1,Seattle,WA,98195,Public,,5,,,,,
ELEC,University of Washington - Portage Bay Garage,Seattle,WA,98105,Public,,4,,,,,
ELEC,University of Washington - Central Plaza Garage,Seattle,WA,98105,Public,,5,,,,,
ELEC,University of Washington - Parking Area N2,Seattle,WA,98105,Public,,1,,,,,
ELEC,University of Washington - Parking Area N5,Seattle,WA,98105,Public,,1,,,,,
ELEC,University of Washington - Parking Area W46,Seattle,WA,98105,Public,,2,,,,,
ELEC,Gold Parking Lot,Puyallup,WA,98371,Public,,1,,,,,
ELEC,Red Parking Lot,Puyallup,WA,98371,Public,,4,,,,,
ELEC,InterCityTransit,Olympia,WA,98516,Public,,5,,,,,
ELEC,Blue Parking Lot,Puyallup,WA,98371,Public,,3,,,,,
ELEC,VBG Seattle,Seattle,WA,98164,Public,,2,,,,,
ELEC,MasterPark/Lot B,SeaTac,WA,98188,Public,,2,,,,,
ELEC,WAC Parking,Seattle,WA,98101,Public,,3,,,,,
ELEC,"Walgreens - Shoreline, WA #3788",Shoreline,WA,98133,Public,,1,,,,,
ELEC,Ballard Flats,Seattle,WA,98107,Public,,1,,,,,
ELEC,CITY OF ZILLAH P&R NORTH,Zillah,WA,98953,Public,,2,,,,,
ELEC,Spokane City Credit Union,Spokane,WA,99205,Public,,1,,,,,
ELEC,"BELLEVUECOLLEGE BC SSC,U BLDG2",Bellevue,WA,98007,Public,,2,,,,,
ELEC,"BELLEVUECOLLEGE BC SSC,U BLDG1",Bellevue,WA,98007,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 6,Bellevue,WA,98114,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 1,Bellevue,WA,98114,Public,,2,,,,,
ELEC,KING COUNTY DOT KC AIRPORT 2,Seattle,WA,98108,Public,,2,,,,,
ELEC,Pinecroft Rivers Edge,Spokane,WA,99216,Public,,1,,,,,
ELEC,Spirit Wood Manor,Bellevue,WA,98007,Public,,1,,,,,
ELEC,KCHA - The Village at Overlake,Redmond,WA,98052,Public,,2,,,,,
ELEC,KING COUNTY DOT KC FAUNTLEROY3,Seattle,WA,98136,Public,,1,,,,,
ELEC,KING COUNTY DOT KC FAUNTLEROY2,Seattle,WA,98136,Public,,2,,,,,
ELEC,The Corydon,Seattle,WA,98105,Public,,2,,,,,
ELEC,KING COUNTY DOT TUKWILA 2,Tukwila,WA,98188,Public,,2,,,,,
ELEC,W Hotel,Seattle,WA,98101,Public,,1,,,,,
ELEC,KING COUNTY DOT BELLEVUE # 3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KING COUNTY DOT SK P&R 1,Kirkland,WA,98033,Public,,2,,,,,
ELEC,Kitsap Transit - Poulsbo Office,Poulsbo,WA,98370,Public,2,2,,,,,
ELEC,Kitsap Transit Restil Road,Port Orchard,WA,98366,Public,,1,,,,,
ELEC,"Walmart 5195 - Everett, WA",Everett,WA,98204,Public,,1,3,,,,
ELEC,Providence Medical Group,Spokane,WA,99201,Public,,2,,,,,
ELEC,Icicle Village Resort - Tesla Destination,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,Icicle Village Resort,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,Holiday Inn Express Ellensburg,Ellensburg,WA,98926,Public,,1,,,,,
ELEC,Confluence Health | Ephrata Clinic,Ephrata,WA,98823,Public,,2,,,,,
ELEC,Highway 2 Brew Espresso,Waterville,WA,98858,Public,,1,,,,,
ELEC,Obertal Inn,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,Wilkommen Park & Ride,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,Hampton Inn & Suites Leavenworth,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,La Quinta Burlington,Burlington,WA,98233,Public,,2,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 6,Issaquah,WA,98029,Public,,2,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 5,Issaquah,WA,98029,Public,,2,,,,,
ELEC,Madison Miller,Seattle,WA,98122,Public,,,2,,,,
ELEC,The Outlet Collection Seattle - Regal Cinema,Auburn,WA,98001,Public,,2,,,,,
ELEC,The Outlet Collection Seattle,Auburn,WA,98001,Public,,4,,,,,
ELEC,Safeway 20830 108th SE,Kent,WA,98031,Public,,2,,,,,
ELEC,Safeway 21401 Pacific Hwy S,Des Moines,WA,98198,Public,,2,,,,,
ELEC,Safeway 4011 S 164th,Seattle,WA,98188,Public,,2,,,,,
ELEC,Hilton Garden Inn Redmond,Redmond,WA,98052,Public,,2,,,,,
ELEC,INSIGNIA 953 150 151N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 144 145N,Seattle,WA,98104,Public,,2,,,,,
ELEC,Lacey,Lacey,WA,98509,Public,,4,2,,,,
ELEC,Tellus on Dexter Apartments,Seattle,WA,98109,Public,,4,,,,,
ELEC,Audi Tri-Cities,Richland,WA,99352,Public,,2,,,,,
ELEC,Albertsons - 17520 SR 9 SE,Snohomish,WA,98296,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,1500 Orchard Street Apartments,Tacoma,WA,98405,Public,,2,,,,,
ELEC,Alaska Junction SCL,Seattle,WA,98116,Public,,,2,,,,
ELEC,Cle Elum,Cle Elum,WA,98922,Public,,,1,,,,
ELEC,WOODIN CREEK WOODIN CREEK 2,Woodinville,WA,98072,Public,,2,,,,,
ELEC,DOL STATION 1,Lacey,WA,98503,Public,,2,,,,,
ELEC,Connell,Connell,WA,99326,Public,,,1,,,,
ELEC,"Target T0995 - Redmond, WA",Redmond,WA,98052,Public,,1,3,,,,
ELEC,ONE88 SPACE 305-306,Bellevue,WA,98004,Public,,2,,,,,
ELEC,4DEGREES STATION 1,Spokane,WA,99216,Public,,2,,,,,
ELEC,Bellis Fair,Bellingham,WA,98226,Public,,10,,,,,
ELEC,Safeway - 20711 Bothell Hwy,Bothell,WA,98012,Public,,2,,,,,
ELEC,"Fred Meyer 667 (Bellingham, WA)",Bellingham,WA,98226,Public,,,4,,,,
ELEC,Stay Pineapple,Bellevue,WA,98004,Public,,2,,,,,
ELEC,Kitsap Transit - Wheaton Way Transit Center,Bremerton,WA,98310,Public,,2,,,,,
ELEC,Starbucks Center,Seattle,WA,98134,Public,,2,,,,,
ELEC,ES - SWM R & T CENTER 02,Tacoma,WA,98409,Public,,2,,,,,
ELEC,ES - S&E URBAN WATERS #2,Tacoma,WA,98421,Public,,2,,,,,
ELEC,CITY OF TACOMA TAC CC 1,Tacoma,WA,98402,Public,,2,,,,,
ELEC,ES - S&E URBAN WATERS #4,Tacoma,WA,98421,Public,,2,,,,,
ELEC,Target - Tesla Supercharger,Lacey,WA,98503,Public,,,12,,,,
ELEC,Safeway - 14826 Highway 99,Lynnwood,WA,98087,Public,,2,,,,,
ELEC,Safeway - 11031 19th Ave SE,Everett,WA,98208,Public,,2,,,,,
ELEC,Safeway - 6911 Coal Creek Parkway SE,Newcastle,WA,98059,Public,,2,,,,,
ELEC,PMF Real Estates Services,Puyallup,WA,98372,Public - Credit card at all times,,2,,,,,
ELEC,CITY OF TACOMA TAC CC 3,Tacoma,WA,98402,Public,,2,,,,,
ELEC,Brookside Park Condos,Kirkland,WA,98033,Public,,2,,,,,
ELEC,Cherry Crest Vista HOA,Bellevue,WA,98005,Public,,2,,,,,
ELEC,SS Central Park,Sunnyside,WA,98944,Public,,4,,,,,
ELEC,Alexanders Lodge & Restaurant - Tesla Destination,Ashford,WA,98304,Public,,2,,,,,
ELEC,Archer Hotel at Redmond Town Center - Tesla Destination,Redmond,WA,98052,Public,,3,,,,,
ELEC,Colettes Bed and Breakfast - Tesla Destination,Port Angeles,WA,98362,Public,,1,,,,,
ELEC,Equinix SE4 - Tesla Destination,Kent,WA,98032,Public,,6,,,,,
ELEC,Gift Tree - Tesla Destination,Vancouver,WA,98660,Public,,4,,,,,
ELEC,La Quinta Inn & Suites Walla Walla - Tesla Destination,Walla Walla,WA,99362,Public,,4,,,,,
ELEC,Montgomery East Commercial Center - Tesla Destination,Spokane Valley,WA,99206,Public,,2,,,,,
ELEC,Paine Field Airport - Tesla Destination,Everett,WA,98204,Public,,2,,,,,
ELEC,Ram Mounts - Tesla Destination,Seattle,WA,98108,Public,,2,,,,,
ELEC,Seattle Seahawks Practice Facility - Tesla Destination,Renton,WA,98056,Public,,8,,,,,
ELEC,The Ridge Motorsports Park - Tesla Destination,Shelton,WA,98584,Public,,3,,,,,
ELEC,ILANI 1A-2 SINGLE,Ridgefield,WA,98642,Public,,1,,,,,
ELEC,DAY 1 REDMOND 6,Redmond,WA,98052,Public,,2,,,,,
ELEC,Sea Tac Office Center,Sea Tac,WA,98188,Public,,4,,,,,
ELEC,SANDBERG VOLVO VIP 1,Lynnwood,WA,98037,Public,,1,,,,,
ELEC,Green River,Auburn,WA,98002,Public,,2,,,,,
ELEC,Lake Crescent Lodge,Port Angeles,WA,98363,Public,,2,,,,,
ELEC,LQ Maryville,Marysville,WA,98271,Public,,2,,,,,
ELEC,Homewood Suites by Hilton Lynnwood Seattle Everett,Lynnwood,WA,98037,Public,,1,,,,,
ELEC,IBEW Local 46,Kent,WA,98032,Public,,3,,,,,
ELEC,AUBURN CENTER GREEN RIVER #1,Auburn,WA,98002,Public,,2,,,,,
ELEC,2+U - Tesla Supercharger,Seattle,WA,98101,Public,,,4,,,,
ELEC,Safeway - 12318 15th Ave NE,Seattle,WA,98125,Public,,2,,,,,
ELEC,SANDBERG VOLVO SHOP 2,Lynnwood,WA,98037,Public,,1,,,,,
ELEC,Leilani on Greenwood,Seattle,WA,98133,Public,,2,,,,,
ELEC,"Pierce County Parks, Cross Park",Tacoma,WA,98446,Public,,2,,,,,
ELEC,"Cafaro SOUTH HILL MALL (PUYALLUP, WA)",PUYALLUP,WA,98373,Public,,,4,,,,
ELEC,"Woodinville WA4-151 (Woodinville, WA)",Woodinville,WA,98072,Public,,,4,,,,
ELEC,Taco Bell Ellensburg,Ellensburg,WA,98926,Public,,,4,,,,
ELEC,RPI PORTEMONS 2005 POPLAR 2,Issaquah,WA,98027,Public,,2,,,,,
ELEC,"Rainier Beach WA3-155 ( Seattle, WA)",Seattle,WA,98118,Public,,,4,,,,
ELEC,Ballard Blocks - Tesla Supercharger,Seattle,WA,98107,Public,,,8,,,,
ELEC,South 405 Place,Renton,WA,98057,Public,,3,,,,,
ELEC,2+U,Seattle,WA,98101,Public,,10,,,,,
ELEC,BJ’s Entiat - Tesla Supercharger,Entiat,WA,98822,Public,,,8,,,,
ELEC,Roche Harbor Marina,Roche Harbor,WA,98250,Public,,2,,,,,
ELEC,Snug Harbor Resort,Friday Harbor,WA,98250,Public,,1,,,,,
ELEC,Friday Harbor Airport,Friday Harbor,WA,98250,Public,,2,,,,,
ELEC,Burgermaster,Mt. Vernon,WA,98273,Public,,1,,,,,
ELEC,Comfort Suites Burlington Near I-5,Burlington,WA,98233,Public,,3,,,,,
ELEC,Skagit Valley College,Mt. Vernon,WA,98273,Public,,4,,,,,
ELEC,Stillaguamish Conference Room,Arlington,WA,98223,Public,,1,,,,,
ELEC,Vision Plus,Bellingham,WA,98225,Public,,1,,,,,
ELEC,Bellingham International Airport,Bellingham,WA,98226,Public - Credit card at all times,,4,,,,,
ELEC,Spokane Community College 2,Spokane,WA,99217,Public,,2,,,,,
ELEC,City of Oak Harbor Police Dept,Oak Harbor,WA,98277,Public,,2,,,,,
ELEC,Dayton,Dayton,WA,99328,Public,,1,1,,,,
ELEC,Pullman DCFC,Pullman,WA,99163,Public,,,1,,,,
ELEC,Liberty Lake Park N Ride DCFC,Liberty Lake,WA,99019,Public,,,1,,,,
ELEC,Pend Oreille PUD,Newport,WA,99156,Public,,2,,,,,
ELEC,BARKLEY VILLAGE CORNERSTONE 1,Bellingham,WA,98226,Public,,2,,,,,
ELEC,Tukwila,Tukwila,WA,98168,Public,,1,4,,,,
ELEC,Port Angeles,Port Angeles,WA,98362,Public,,,1,,,,
ELEC,HUB Garage,Seattle,WA,98188,Public,,1,,,,,
ELEC,IKEA - Seattle (East Parking),Renton,WA,98057,Public,,3,,,,,
ELEC,IKEA - Seattle (South Parking),Renton,WA,98057,Public,,2,,,,,
ELEC,KIRKLAND LIBRARY DUAL 2,Kirkland,WA,98033,Public,,2,,,,,
ELEC,WILLOWS LODGE WILLOWS #1,Woodinville,WA,98072,Public,,2,,,,,
ELEC,BELLEVUE SBCC #1,Bellevue,WA,98006,Public,,2,,,,,
ELEC,SOUND TRANSIT ANGLE LAKE #1,SeaTac,WA,98188,Public,,1,,,,,
ELEC,KEY CENTER KEY CENTER 5,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KEY CENTER KEY CENTER 4,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KEY CENTER STATION 3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KEY CENTER STATION 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KEY CENTER STATION 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KRC SKYLINE SKYLINE #2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KRC SKYLINE SKYLINE #3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,SKAGIT STATION SS2,Mount Vernon,WA,98273,Public,,1,,,,,
ELEC,UWB CASCADIA CC SOUTH DUAL #1,Bothell,WA,98011,Public,,2,,,,,
ELEC,NISSAN-EVERETT DC STATION 2,Everett,WA,98204,Public,,,1,,,,
ELEC,NISSAN-EVERETT QUICK CHARGER 2,Everett,WA,98204,Public,,,1,,,,
ELEC,NISSAN-EVERETT QUICK CHARGER 1,Everett,WA,98204,Public,,,1,,,,
ELEC,SAFECO PLAZA SAFECO PLAZA #2,Seattle,WA,98154,Public,,2,,,,,
ELEC,SCH CHILDREN'S #1,Seattle,WA,98105,Public,,2,,,,,
ELEC,UDR ASHTON BELL #1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,UDR TEN20 #2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,VALLEY MED CTR MAIN LOT #7,Renton,WA,98055,Public,,2,,,,,
ELEC,TPU TPU HQ #7,Tacoma,WA,98409,Public,,2,,,,,
ELEC,THE CENTURY CENTURY #5,Seattle,WA,98109,Public,,2,,,,,
ELEC,RPNW PSP-COBB #1,Seattle,WA,98101,Public,,2,,,,,
ELEC,BMW NORTHWEST DC FAST 01,Fife,WA,98424,Public,,,1,,,,
ELEC,VALLEY MED CTR MAIN LOT #6,Renton,WA,98055,Public,,2,,,,,
ELEC,525 NORTHGATE RETAIL #2,Seattle,WA,98125,Public,,2,,,,,
ELEC,HAMPTON INN NORTH FRONT,Bellevue,WA,98004,Public,,2,,,,,
ELEC,THE SUMMIT THE SUMMIT - P1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,Y.V.M.H. NORTH PARKING-2,Yakima,WA,98902,Public,,2,,,,,
ELEC,Y.V.M.H. SOUTH PARKING-1,Yakima,WA,98902,Public,,2,,,,,
ELEC,Y.V.M.H. NORTH PARKING-1,Yakima,WA,98902,Public,,2,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #9,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #10,Burien,WA,98166,Public,,1,,,,,
ELEC,VISITOR GARAGE WALL UNIT,Tacoma,WA,98402,Public,,1,,,,,
ELEC,BELLEVUE DOWNTOWN PARK 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,400 DEXTER AVE 400 DEXTER #2,Seattle,WA,98109,Public,,2,,,,,
ELEC,DEPT OF ECOLOGY HQ 3,Lacey,WA,98516,Public,,2,,,,,
ELEC,DEPT OF ECOLOGY HQ 2,Lacey,WA,98516,Public,,2,,,,,
ELEC,DEPT OF ECOLOGY HQ 4,Lacey,WA,98516,Public,,2,,,,,
ELEC,VM CHARGERS VIRGINIA MASON3,Seattle,WA,98101,Public,,1,,,,,
ELEC,VM CHARGERS VIRGINIA MASON1,Seattle,WA,98101,Public,,1,,,,,
ELEC,LONGACRES GH BLDG C 1,Renton,WA,98057,Public,,2,,,,,
ELEC,LONGACRES GH BLDG D 1,Renton,WA,98057,Public,,2,,,,,
ELEC,ALOFT ALOFT ELEMENT 1,Redmond,WA,98052,Public,,2,,,,,
ELEC,MERCER ISLAND CITY HALL #3,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,MERCER ISLAND CITY HALL #2,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,GARAGE COMMERCIAL ST 1,Bellingham,WA,98225,Public,,2,,,,,
ELEC,MADISON GARAGE MADISON GARAGE1,Seattle,WA,98104,Public,,2,,,,,
ELEC,INSIGNIA 953 97 98,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 214 215,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 136 137,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 176 177,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 95 96,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 134 135,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 180 181,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 174 175,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 142 143,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 178 179,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 212 213,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 218 219,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 140 141,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 103 104,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 101 102,Seattle,WA,98121,Public,,2,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 1,Issaquah,WA,98027,Public,,2,,,,,
ELEC,RPNW IBM #2,Seattle,WA,98101,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ NORTH 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ NORTH 3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ NORTH 4,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P6 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 111-112,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 104-105,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSE P2 #1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,VALLEY MED CTR N GARAGE #2,Renton,WA,98055,Public,,2,,,,,
ELEC,GARAGE MEYDEN #163,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #10,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #8,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #165,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #16,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #5,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #169,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #12,Bellevue,WA,98004,Public,,2,,,,,
ELEC,GARAGE MEYDEN #19,Bellevue,WA,98004,Public,,2,,,,,
ELEC,SOUND TRANSIT ANGLE LAKE #3,SeaTac,WA,98198,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #2,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #6,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #7,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #4,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #3,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT BURIEN P&R #1,Burien,WA,98166,Public,,1,,,,,
ELEC,KING COUNTY DOT KSC STATION #6,Seattle,WA,98104,Public,,1,,,,,
ELEC,KING COUNTY DOT KSC STATION #7,Seattle,WA,98104,Public,,1,,,,,
ELEC,KING COUNTY DOT KSC STATION #3,Seattle,WA,98104,Public,,1,,,,,
ELEC,KING COUNTY DOT KSC STATION #2,Seattle,WA,98104,Public,,1,,,,,
ELEC,KING COUNTY DOT KSC STATION #4,Seattle,WA,98104,Public,,1,,,,,
ELEC,BMW SEATTLE DC FAST 01,Seattle,WA,98134,Public,,,1,,,,
ELEC,EASTGATE OFFICE EASTGATE DUAL 2,Bellevue,WA,98007,Public,,2,,,,,
ELEC,DC CORRIDOR WALLYPARKDC2,SeaTac,WA,98188,Public,,,1,,,,
ELEC,PARK77 PARK77 M,Arlington,WA,98223,Public,,2,,,,,
ELEC,PARK77 PARK77 LEASING,Arlington,WA,98223,Public,,2,,,,,
ELEC,PARK77 PARK77 P,Arlington,WA,98223,Public,,2,,,,,
ELEC,SAMMAMISH CITY HALL LOT 1,Sammamish,WA,98075,Public,,2,,,,,
ELEC,SAMMAMISH GARAGE 2,Sammamish,WA,98075,Public,,2,,,,,
ELEC,SAMMAMISH CITY HALL LOT 2,Sammamish,WA,98075,Public,,2,,,,,
ELEC,UWB CASCADIA CC NORTH DUAL 2,Bothell,WA,98011,Public,,2,,,,,
ELEC,EDMONDSNISSAN COMMERCIAL,Edmonds,WA,98026,Public,,,1,,,,
ELEC,RPNW FC #2,Seattle,WA,98101,Public,,2,,,,,
ELEC,STADIUMPLACE NEW STATION 8,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 6,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 5,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 4,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 3,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 2,Seattle,WA,98104,Public,,1,,,,,
ELEC,UWB CASCADIA CC SOUTH DUAL 4,Bothell,WA,98011,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 102-103,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 96 97,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 98-99,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 123-124,Bellevue,WA,98004,Public,,2,,,,,
ELEC,DC CORRIDOR SEAHAWK 12D,Seattle,WA,98134,Public,,,1,,,,
ELEC,DC CORRIDOR SEAHAWK 12C,Seattle,WA,98134,Public,,,1,,,,
ELEC,DC CORRIDOR SEAHAWK 12B,Seattle,WA,98134,Public,,,1,,,,
ELEC,PW PARKING PARK PLAZA 02,Tacoma,WA,98402,Public,,2,,,,,
ELEC,QBRC QBRC 2,Ocean Shores,WA,98569,Public,,2,,,,,
ELEC,BLACKRIVER BLACKRIVER #2,Renton,WA,98057,Public,,1,,,,,
ELEC,DC CORRIDOR NORTHGATE DC 2,Seattle,WA,98115,Public,,,1,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA 5,Seattle,WA,98109,Public,,2,,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA #2,Seattle,WA,98109,Public,,2,,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA #3,Seattle,WA,98109,Public,,2,,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA #4,Seattle,WA,98109,Public,,2,,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA #1,Seattle,WA,98109,Public,,2,,,,,
ELEC,1101 WESTLAKE 1101 #1,Seattle,WA,98109,Public,,2,,,,,
ELEC,DC CORRIDOR PAC SCI CENTER,Seattle,WA,98109,Public,,,1,,,,
